word,explanation
魂,魂 (形声。从鬼，云声。本义灵魂，古人想象的能离开人体而存在的精神)同本义 魂，阳气也。--《说文》人生始化为魄，既生魄，阳曰魂。--《左传·昭公七年》聊乐我魂。--《韩诗·出其东门》魂者，精气也。--《论衡·纪妖》精气为物，游魂为变。--《易·系辞》随神而来往者谓之魂。--《灵枢经》魂去尸长留。--《玉台新咏·古诗为焦仲卿妻作》魂悸以魄动。--唐·李白《梦游天姥吟留别》又如魂识(心灵;魂灵);魂气(灵魂);魂骸(死者的灵魂和躯体);魂质(灵魂和实体)精神，神志 魂hún迷信说法，所谓'离开肉体而存在的精神'死后没有～魄。～飞魄散（吓得魂魄都飞散了。形容极端惊恐）。①人的精神、意识等活动不能出卖自己的灵～。②事物最精粹最主要的部分教师是人类灵～的工程师。
肆,肆 (形声。从长，聿声。本义摆设;陈列)同本义 肆，极陈也。--《说文》。朱骏声曰此字本训长。肆，陈也。--《广韵》或剥或享，或肆或将。--《诗·小雅·楚茨》肆筵设席，授几有缉御。--《诗·大雅·行苇》又如肆筵(摆设筵席);肆肆(并列的样子)古时处死刑后陈尸示众 吾力犹能肆诸市朝。--《论语·宪局》又如肆刑(极刑);肆掠(陈尸示众和鞭笞);肆鬯(陈尸设鬯。为古浴尸之礼)肆器(古代陈尸之器)进献解体牺牲 以肆献裸享先王。--《周礼·春官·大宗伯》肆sì⒈'四'的大写。⒉放纵，任意放～。～无忌惮。⒊店铺的旧称茶～。酒～。肆tī 1.解剔牲体。肆yì 1.习。 2.余，多余。
摄,摄 (形声。从手，聂声。本义牵曳)同本义 摄，引持也。--《说文》摄车从之。--《左传·襄公二十三年》又如摄力(引力);摄弓(张弓注矢作射击准备);摄水(引水)执;持 庭实皮，则摄之。--《礼记·聘礼》。注右手并执前足，左手并后足也。摄少马兹。--《国语·吴语》皆摄弓而驰，荷兵而走。--司马相如《喻巴蜀檄》又如紧紧摄住娘的手指;摄守(掌管);摄知(执掌)拘捕 摄少司马兹与王士五人。--《国语·吴语》辅助、佐助 朋友攸摄。--《诗·大雅·既醉》摄，佐也。╠摄（攝）shè⒈拿，取，吸取～书。～取。～影（照相）。⒉代理，辅助～政。～位。⒊保养～生。珍～。⒋撩起，整理～帘。～衣。⒌收敛～绳。摄niè 1.安定。摄shà 1.古代祭祀之位，形似腰扇。参见'屏摄'。摄zhé 1.折叠。 2.见'摄叶'。
摸,摸 (形声。从手，莫声。本义用手接触或轻摩物体)同本义 邕读(曹娥碑)，能手摸其文读之。--《后汉书·蔡邕传》又如摸脸;摸摸她的手;这衣料摸着很软;摸索(抚摩，以手接触);摸挲(亦作摸娑。抚摩);摸牌(玩牌)用手探取 摸地上刑械。--清·方苞《左忠毅公逸事》又如摸鱼;从口袋里摸出一把钥匙来在黑暗中行进 偷 暗中抓人 摸mō⒈用手触及或抚摩～脸。～ ～很光滑。⒉用手探取～鱼。从衣袋里～出两张钞票。⒊试探，了解～底。～清情况。⒋暗中行进～黑赶路。～营偷袭。⒌⒍同'摹'。仿效。⒎摸mó 1.同'摹'。模仿;描绘;拓印。 2.见'摸棱'。
填,填〈动〉(形声。从土，真声。本义充塞)同本义 填，塞也。--《说文》填坑满谷。--《史记·司马相如传》填如也。--《荀子·大略》宾客亦填门。--《汉书·郑当时传》负草填之。--《资治通鉴》门人弟子填其室。--明·宋濂《送东阳马生序》填塞门户。--《聊斋志异·促织》又如填馅(填空;代替);填引(加引);填坑满谷(塞满坑谷);填街(充塞街道);填咽(充满空间);填盈(充满);填宫(古代犯官家属没入宫廷);填门(填户。形容登门人多);填噎(堵塞，拥挤)填写，写入 如填纳税表;填报(填写上填tián⒈补塞，补装，补满空缺的地方～补。～塞。～沟。～空。～满。⒉按项目、格式写或作～表。～写志愿书。～词（按词调作词）。填zhèn 1.安定。 2.星名。参见'填星'。填chén 1.长久。填tiǎn 1.穷困。参见'填寡'。 2.灭绝。参见'填服'。填zhì 1.放置。
搏,搏 (形声。从手，尃)声。本义搏斗，对打)同本义 搏，索持也。--《说文》搏，击也。--《广雅》屏左右而相搏。--《谷梁传·僖公元年》晋侯梦与楚子博。--《左传·僖公二十八年》鸷虫攫博。--《礼记·儒行》。疏以脚取之为攫，以翼击之为搏。搏扶摇羊角而上者。--《庄子·逍遥游》搏战获王。--《史记·卫将军骠骑传》以坚毅不挠之精神，与民贼相搏。--孙文《黄花冈七十二烈士事略序》捕捉 搏谍贼。--《周礼·夏宫·环人》又如搏执(拘捕);搏获(捕获);搏撠(揪住);搏搏 bó①搏斗；扑上去抓肉～战。②跳动脉～。【搏斗】徒手或用刀、棒等激烈地对打拼死～。【搏击】奋力斗争和冲击～长空。
塌,塌〈动〉因凹陷而倒塌 塌，堕也。--《广雅》天崩地塌壮士死。--吴士玉《玉带生歌奉和漫堂先生》忽忆雨时秋井塌。--杜甫《苏端薛复筵简薛华醉歌》又如塌岸(朽坏、坍塌的埽岸或堤岸);房子塌了;倒塌(建筑物倒下来);塌翼减掉;垮 贴紧 安定;镇定 塌 〈形〉平 精神委顿 皆垂头塌翼，莫所凭恃。--陈琳《讨曹操塌tā⒈倒塌，下陷崩～。坍～∮堤～了。眼～陷了。⒉凹下，下垂～鼻子。这些菜～秧了。⒊安定，镇定～下心来想一想。塌dā 1.下垂貌。犹今北方方言的耷拉。参见'塌翼'。 2.处所，地方。古白话中多作'搭'。
鼓,鼓 (会意。甲骨文字形，左边是鼓的本字，右边是支，表示手持棒槌击鼓。本义鼓，一种打击乐器)同本义 鼓，郭也。春分之音。--《说文》鼓，廓也。张皮以冒之，其中空也。--《释名·释乐器》击鼓其镗。--《诗·邶风·击鼓》皮曰鼓。--《汉书·律历志上》抱玉枪兮击鸣鼓。--《楚辞·屈原·国殇》瑜等率轻锐继其后，雷鼓大震。--宋·司马光《资治通鉴》百姓阗王钟鼓之乐。--《孟子·梁惠王上》打击乐器之一。一般由两端绷紧皮面的空心圆筒构成，以一根或一对木槌敲击时发出深沉的咚咚声。如鼓钹(鼓和铙钹。鼓gǔ⒈一种击打乐器，多为圆柱形，中空，两头蒙皮战～。堂～。腰～。拨浪～。⒉曲艺大～书。～儿词。山东大～。⒊敲鼓，击鼓一～作气。〈引〉①拍，击，弹热烈～掌。～琴取乐。②发动，煽动，振作～动。摇唇～舌。进行～励。欢欣～舞。～足信心。⒋凸出，涨大你干吗～起嘴？背包装得～ ～的。⒌用风箱等扇～风。⒍〈古〉夜晚击鼓报更，因此代'更'三～（三更）。五～（五更）。⒎①打击乐与管乐合奏。②宣传提倡，也指吹嘘、浮夸。⒏①〈古〉作战擂鼓呐喊，以张声势～噪而进。②喧哗，起哄。
摆,摆 (形声。从手，罢声。本义撇开;摆脱) 同本义  何当摆俗累，浩荡乘沧溟?--杜甫《桥陵》 又如摆落(摆脱) 排列;放置  说话时，已摆了茶果子来。--《红楼梦》 又如摆正(摆放端正);摆八卦阵;摆酒席 挥手，左右摇动手  …把手一摆，意思是请兄弟在阶沿上坐下。--鲁迅《故事新编》 又如摆手(挥手) 来回或上下地摇动  旋见鸡伸颈摆扑。--《聊斋志异·促织》 天坼地裂，宫殿摆簸。--唐·李朝威《柳毅传》 又如摆尾巴;摆簸( 摆 bǎi ①安排；布置把书～到书架上。 ②显示；炫耀～威风。 ③摇动；亿摇～不定。 ④悬在细线上能做往复运动的重锤的装置。 ⑤钟表或其他精密仪器上用来控制摆动频率的机械装置。 ⑥长袍、上衣、衬衫等的最下面的部分。又叫下摆。 【摆动数列】一个实数列从第二项起，有些项大于它的前一项，有些项却小于它的前一项。这样的实数列叫做摆动数列。 【摆门面】讲究排场，装饰外表。 【摆平】 ①公平对待。将人打伤；被打伤。 【摆线】一个动圆沿着一条定直线作纯滚动时，动圆圆周上一点所画出的平面曲线叫摆线或旋轮线。摆线又叫最速下降线，这是因为质点在重力作用下从一点滚到另一点时，沿摆线的路径所花时间最短。 【摆夷】见【傣族】。
携,携 (形声。从手，隽声。本义提着)同本义(把地上的物品举提起来) 携，提也。--《说文》如璋如圭，如取如携。--《诗·大雅·板》又如携壶;携带(提挈，照顾);携酒牵羊;携杖拿着，持 闲携杖，漫出门，官槐满路叶纷纷。--清·孔尚任《桃花扇》又如携盘;携帚牵挽;挽扶 相携于道。--《淮南子·览冥》吾与汝并肩携手。--清·林觉民《与妻书》又如携抱(牵挽扶抱);携率(率领);携将(扶持);相携于道;携幼扶老;携扶;携负(牵背)带，随身一道 携其妻子。--《公羊传·襄公二十携（攜、擕）xié⒈提，拿，带～物。～款。～带。～家眷。⒉拉，牵引～手（〈喻〉合作）。扶老～幼。⒊
搬,搬 (形声。从手，般声。本义挪动)同本义 师见僧搬土次，乃以一块土放僧担上。--《五灯会元·文益禅师》又如搬起石头打自己的脚;把货物搬走;他早就搬走了;搬场(迁居)套用，移用 搬请;求助 挑拨 扮演 搬 bān①移动物体的位置～桌子。②迁移～家。【搬弄是非】在背地里乱议论或传别人的话，故意挑拔，引起纠纷。
摇,摇 (形声。从手，本义摇动;摆动)同本义 摇，动也。--《说文》摇，作也。--《尔雅》摇者不定。--《管子·心术》复命摇作。--《庄子·则阳》夹而摇之。--《考工记·矢人》四顾何茫茫，东风屹草。--《古诗十九首》蒙络摇缀。--唐·柳宗元《至小丘西小石潭记》痒不得搔，痹不得摇。--柳宗元《断刑论》摇头而歌。--清·黄宗羲《柳敬亭传》动摇承之。--清·姚鼐《登泰山记》又如摇旗打鼓(四处张扬，闹得满城风雨);摇铃打鼓(摇旗打鼓);摇飍(亿颤动。形容女人走路的妖娆姿态);摇风(谓风吹摆动摇yáo⒈摆动～摆。～动。～晃。～手。树枝～。⒉转动～纱。⒊变动，不坚定动～。⒋⒌⒍［飘摇］［飘飖］随风摆动。
搞,搞〈动〉形声。从手，高声。本义做，干，办，弄同本义 你们这里的事我搞不来，你们不是革命，是胡闹。--《潘虎》又如搞得不坏;搞价(商议价钱)进行;开展 暗中使用 拟订 生产 玩弄 挣 设法得到 使…变成--后面接补语 搞gǎo做，干，弄～好工作。要～就认真～。～清是非。搞qiāo 1.横击。 2.短杖。
塘,塘〈名〉(形声。从土，唐声。本义堤岸)同本义 池塘生春草。--谢灵运《登池上楼》又如塘岸(堤岸);塘埝，塘埭(塘坝);塘堰(小型蓄水工程。现指塘坝);塘坟(近海盐区无山地，盐民死后在海堤下掘一缺口将棺材埋入);塘丁税(水利税)方形水池 下者飘转沉塘坳。--唐·杜甫《茅屋为秋风所破歌》蝉声集古寺，鸟影度寒塘。--杜甫《和裴迪登新津寺》如塘池(池塘);泥塘(烂泥淤积的洼地);苇塘;塘坳(池塘;低洼地);塘泥小坑 塘táng⒈堤岸，堤防堤～。～。⒉水池池～∩～。鱼～。⒊浴池澡～。
摊,摊〈动〉(形声。从手，难声。本义平铺)同本义 摊派 分摊(分担) 把糊状食物倒在锅中使成为薄片 摊 〈名〉摊子 古代摊（攤）tān⒈展开，摆开～开。把意见～出来。⒉将糊状物放在热锅里铺成薄片煎熟～饼。～鸡蛋。⒊分派，分担～派。分～。⒋路旁或街旁摆的售货处书～。地～子。菜～儿。水果～。⒌凝集成一片一～水。一～稀泥。⒍遇到，碰上他～上了好事。
聘,聘〈动〉(形声。从耳，甹声。探问消息要靠耳朵，故从耳。本义访问，探问)同本义 聘，访也。--《说文》聘，问也。--《尔雅》靡使归聘。--《诗·小雅·采薇》季冬聘王梦。--《周礼·占梦》聘申叔于陈蔡兮。--《后汉书·冯衍传》诸侯使大夫问于诸侯曰聘。--《礼记·曲礼》凡诸侯之邦交岁相问也，殷相聘也。--《周礼·大行人》又如聘弓(古代聘问时持用之弓);聘贡(聘问朝贡);聘享(聘问献纳);聘使(奉命聘问)聘请 聘pìn⒈招请，请人担任工作～任。～请能人。～求名士。⒉〈古〉诸侯国之间或诸侯与帝王之间派使节问候来～。⒊旧时指男女订婚或女子出嫁～礼。行～。出～。⒋［聘书］请人担任职务时所发予的正式信件，具有契约性质。
斟,斟 (形声。从斗，甚声。本义用勺子舀取)同本义 斟，勺也。--《说文》斟，酌也。--《广雅》孔子穷乎陈蔡之间，藜羹不斟，七日不尝粒。--《吕氏春秋》太行何艰哉，北斗不可斟。--唐·顾况《游子吟》其御羊斟不与。--《左传·宣公二年》羊羹不斟，而宋国危。--《淮南子·鏱称》用壶倒酒或茶水 主人有酒且莫斟，听我一曲悲来吟。--唐·李白《悲歌行》又如斟酒;斟一杯水;斟泻(倾注);斟茶;给她斟一杯酒考虑，考虑好坏，比较长短 斟量功伐。--《颜氏家训·省事》又如斟酌损益(仔细考斟zhēn⒈倒上茶或酒等～茶。～酒。～碗水。⒉①斟酒。②仔细衡量考虑～酌利弊。
蒜,蒜 (形声。从苃，祘声。本义一种多年生草本植物。有大蒜、小蒜两种)同本义 栽，从古已有。蒜苗、蒜苔作蔬菜，蒜头作佐料和入药蒜，荤菜也。--《说文》蒜，菜之美者--《齐民要术》引《说文》又如蒜果(蒜头);蒜气(腋下的气味。即狐臭);蒜锤子(禅杖柄上所装蒜头状的锤);蒜条(即蒜苗。蒜的花茎;亦指细长而形似蒜苗者)指这种植物的鳞茎 蒜suàn通称'大蒜'，简称'蒜'。多年生草本，开白花。地下茎通常分瓣，也有不分瓣的（独蒜），供调味食用，也供药用。叶叫'蒜苗'，花茎嫩时叫'蒜薹'，都供食用。
勤,勤〈动〉(形声。右形，左声。本义劳累，劳苦)尽力多做，不断地做 勤，劳也。--《说文》文王既勤止。--《诗·周颂·赍》勤者，有事则收之。--《礼记·玉藻》。注执劳辱之事也。厥父母勤劳稼穑。--《书·天逸》何勤子屠母，而死兮竟地?--《楚辞·天问》会数而礼勤。--宋·司马光《训俭示康》勤且艰若此。--明·宋濂《送东阳马生序》忧勤国事。--《明史》好学而不勤问。--《国语·晋语》四体不勤。--《论语·微子》勤而无所。--《左传·僖公三十二年》以贪勤民勤qín⒈努力，尽力，跟'懒'相对～快。～奋。～学苦练。～俭节约。～劳致富。⒉劳，辛苦，跟'逸'相对～劳。业精于～。四体不～，五谷不分。⒊经常，次数多～看书报。来往很～。'廑'另见'仅（廑）'。⒋按规定时间工作或劳动出～。考～。⒌公务或杂务工作外～。值～。～务。⒍周到，尽心殷～款待。
